DTC 	DTC Text
P13D400 	Sensor for internal pressure of cylinder 3 Electrical malfunction
P13D500 	Sensor for internal pressure of cylinder 3 Short circuit to ground
P13D600 	Sensor for internal pressure of cylinder 3 Implausible signal
P13D700 	Sensor for internal pressure of cylinder 4 Electrical malfunction
P13D800 	Sensor for internal pressure of cylinder 4 Short circuit to ground
P13D900 	Sensor for internal pressure of cylinder 4 Implausible signal
P13DA00 	Sensor for internal pressure of cylinder 5 Electrical malfunction
P13DB00 	Sensor for internal pressure of cylinder 5 Short circuit to ground
P13DC00 	Sensor for internal pressure of cylinder 5 Implausible signal
P13DD00 	Sensor for internal pressure of cylinder 6 Electrical malfunction
P13DE00 	Sensor for internal pressure of cylinder 6 Short circuit to ground
P13DF00 	Sensor for internal pressure of cylinder 6 Implausible signal
P13E000 	Sensor for internal pressure of cylinder 1 Malfunction
P13E100 	Sensor for internal pressure of cylinder 2 Malfunction
P13E200 	Sensor for internal pressure of cylinder 3 Malfunction
P13E300 	Sensor for internal pressure of cylinder 4 Malfunction
P13E400 	Sensor for internal pressure of cylinder 5 Malfunction
P13E500 	Sensor for internal pressure of cylinder 6 Malfunction
P13EA00 	Cold Start Ignition Timing Performance Off Idle
P140000 	EGR Vacuum Regulator Solenoid Valve electrical malfunction in circuit
P140100 	EGR Vacuum Regulator Solenoid Valve Short-circuit to ground
P140200 	EGR Vacuum Regulator Solenoid Valve Short circuit to B+
P140300 	Exhaust gas recirculation system Control difference
P140400 	Exhaust gas recirculation system Basic settings not carried out
P140500 	Exhaust gas recirculation valve 2 -N213 Malfunction
P140600 	EGR Temp.Sensor -G98 Implausible signal
P140700 	EGR Temp.Sensor -G98 Signal too low
P140800 	EGR Temp.Sensor -G98 Signal too high
P140900 	Evaporative Emission (EVAP) Canister Purge Regulator Valve -N80 electrical malfunction in circuit
P140A00 	EGR system 2 bank 1 Control difference
P140B00 	EGR system 2 bank 2 Control difference
P140C00 	EGR sensor 2 bank 1 Signal too low
P140D00 	EGR sensor 2 bank 2 Signal too low
P140E00 	EGR sensor 2 bank 1 Signal too high
P140F00 	EGR sensor 2 bank 2 Signal too high
P141000 	Evaporative Emission (EVAP) Canister Purge Regulator Valve -N80 Short circuit to B+
P141100 	Bank2, secondary air system Flow too Low
P141200 	Pressure sensor for exhaust gas recirculation Signal too low
P141300 	Pressure sensor for exhaust gas recirculation Signal too high
P141400 	Bank2, secondary air system leak detected
P141500 	EGR valve, curve adaptation characteristic curve adaptation Lower limit exceeded
P141600 	EGR valve, curve adaptation Upper limit exceeded
P141700 	Fuel Level Sensor (A) Circuit Signal too low
P141800 	Fuel Level Sensor (A) Circuit Signal too high
P141900 	Exhaust Gas Recirculation (EGR) Cool Switch-over Valve 2 -N381 Short circuit to B+
P141A00 	Exhaust temperature sensor 3 bank 2 Electrical malfunction
P141B00 	Exhaust temperature sensor 3 bank 2 Implausible signal
P141C00 	Exhaust temperature sensor 3 bank 2 Short-circuit to ground
P141D00 	Exhaust temperature sensor 3 bank 2 Short circuit to B+
P141E00 	Exhaust Gas Recirculation Contr. Circuit Bank 2 Control difference
P141F00 	Exhaust gas temperature sensors Implausible
P142000 	Secondary air inlet valve-N112 electrical malfunction in circuit
P142100 	Secondary air inlet valve-N112 Short-circuit to ground
P142200 	Secondary air inlet valve-N112 Short circuit to B+
P142300 	Bank1, secondary air system Flow too Low
P142400 	Bank1, secondary air system leak detected
P142500 	Evaporative Emission (EVAP) Canister Purge Regulator Valve -N80 Short-circuit to ground
P142600 	Evaporative Emission (EVAP) Canister Purge Regulator Valve -N80 Open circuit
P142700 	Brake vacuum pump activation Short circuit to B+
P142800 	Brake vacuum pump activation Short-circuit to ground
P142900 	Brake vacuum pump activation Open circuit
P142A00 	Exhaust Gas Temperature Sensor 2 and 3 Circuit - Bank 1 deviation
P142B00 	Exhaust Gas Temperature Sensor 2 and 3 Circuit - Bank 2 deviation
P142C00 	Exhaust Gas Temperature Sensor 2 Circuit - Bank 1 and 2 deviation
P142D00 	Exhaust Gas Temperature Sensor 3 Circuit - Bank 1 and 2 deviation
P142E00 	EGR valve 2 bank 1 electrical malfunction in circuit
P142F00 	EGR valve 2 bank 2 electrical malfunction in circuit
P143000 	Brake vacuum pump activation Open circuit/short circuit to B+
P143100 	Brake vacuum pump activation Open circuit/short circuit to ground
P143200 	Secondary air inlet valve-N112 Open circuit
P143300 	Secondary Air Injection (AIR) Pump Relay -J299 Open circuit
P143400 	Secondary Air Injection (AIR) Pump Relay -J299 Short circuit to B+
P143500 	Secondary Air Injection (AIR) Pump Relay -J299 Short-circuit to ground
P143600 	Secondary Air Injection (AIR) Pump Relay -J299 electrical malfunction in circuit
P143700 	EGR Vacuum Regulator Solenoid Valve 2 Short circuit to B+
P143800 	EGR Vacuum Regulator Solenoid Valve 2 Open circuit/short circuit to ground
P143900 	Exhaust gas recirculation potentiometer -G212 Malfunction in basic settings
P143A00 	Bank 2 Particle Filter Post-Injection Metering Pump -V337- Short circuit to B+
P143B00 	Bank 2 Particle Filter Post-Injection Metering Pump -V337- Short circuit to ground/open circuit
P143C00 	Bank 1 Particle Filter Post-Injection Metering Pump -V336- Short circuit to B+
P143D00 	Bank 1 Particle Filter Post-Injection Metering Pump -V336- Short circuit to ground/open circuit
P143E00 	Particle Filter Post-Injection Metering Pump -V335- Short circuit to B+
P143F00 	Particle Filter Post-Injection Metering Pump -V335- Short circuit to ground/open circuit
P144000 	EGR Vacuum Regulator Solenoid Valve Open circuit
P144100 	EGR Vacuum Regulator Solenoid Valve Open circuit/short circuit to ground
P144200 	Exhaust gas recirculation potentiometer -G212 Signal too high
P144300 	Exhaust gas recirculation potentiometer -G212 Signal too low
P144400 	Exhaust gas recirculation potentiometer -G212 Implausible signal
P144500 	Catalyst Temp.Sensor 2 Circ. -G132 Implausible signal
P144600 	Catalyst Temp.Sensor 1 Circ. -G20 Short-circuit to ground
P144700 	Catalyst Temp.Sensor 1 Circ. -G20 Open circuit/short circuit to B+
P144800 	Catalyst Temp.Sensor 2 Circ. -G132 Short-circuit to ground
P144900 	Catalyst Temp.Sensor 2 Circ. -G132 Open circuit/short circuit to B+
P144A00 	EGR system 2 bank 1 Malfunction
P144B00 	EGR system 2 bank 2 Malfunction
P144C00 	EGR sensor 2 bank 1 Malfunction in basic settings
P144D00 	EGR sensor 2 bank 2 Malfunction in basic settings
P144E00 	EGR Vacuum Regulator Solenoid Valve 2 Electrical malfunction
P144F00 	EGR Vacuum Regulator Solenoid Valve 2 Open circuit
P145000 	Secondary air system Short circuit to B+
P145100 	Secondary air system Short-circuit to ground
P145200 	Secondary air system Open circuit
P145300 	Exhaust Gas Temperature Sensor 1 Circuit, Bank 1 -G235- Open circuit/short circuit to B+
P145400 	Exhaust Gas Temperature Sensor 1 Circuit, Bank 1 -G235- Short-circuit to ground
P145500 	Exhaust Gas Temperature Sensor 1 Circuit, Bank 1 -G235- Implausible signal
P145600 	Exhaust Gas Temperature Control Bank 1 Control limit reached
P145700 	Exhaust temperature sensor 1 bank 2 - G236 Open circuit/short circuit to B+
P145800 	Exhaust temperature sensor 1 bank 2 - G236 Short-circuit to ground
P145900 	Exhaust temperature sensor 1 bank 2 - G236 Implausible signal
P145A00 	Exhaust Gas Temperature Sensor 3 Circuit Electrical malfunction
P145B00 	Exhaust Gas Temperature Sensor 3 Circuit Implausible signal
P145C00 	Exhaust Gas Temperature Sensor 3 Circuit Short-circuit to ground
P145D00 	Exhaust Gas Temperature Sensor 3 Circuit Short circuit to B+
P145E00 	Air mass throughput in regeneration operation is too low
P145F00 	Mass air flow in regeneration operation too high
P146000 	Exhaust Gas Temperature Control Bank 2 Control limit reached
P146100 	Exhaust Gas Temperature Control Bank 1 Implausible signal
P146200 	Exhaust Gas Temperature Control Bank 2 Implausible signal
P146300 	Sec.Air Inj.Sys., Bank 3 Malfunction
P146400 	Sec.Air Inj.Sys., Bank 4 Malfunction
P146500 	Metering pump for cleaning solution Short circuit to B+
P146600 	Metering pump for cleaning solution Open circuit/short circuit to ground
P146700 	Evaporative Emission (EVAP) Canister Purge Solenoid -N115 Short circuit to B+
P146800 	Evaporative Emission (EVAP) Canister Purge Solenoid -N115 Short-circuit to ground
P146900 	Evaporative Emission (EVAP) Canister Purge Solenoid -N115 Open circuit
P146A00 	Malfunction Diesel particle filter bank 1 Temperature increase too low
P146B00 	Malfunction Diesel particle filter bank 2 Temperature increase too low
P146C00 	Acknowledgement of heating 1 for reducing agent Electrical malfunction
P146D00 	Acknowledgement of heating 1 for reducing agent Short circuit to B+
P146E00 	Acknowledgement of heating 2 for reducing agent Electrical malfunction
P146F00 	Acknowledgement of heating 2 for reducing agent Short circuit to B+
P147000 	Leak diagnosis pump - tank breather system electrical malfunction in circuit
P147100 	Leak diagnosis pump - tank breather system Short circuit to B+
P147200 	Leak diagnosis pump - tank breather system Short-circuit to ground
P147300 	Leak diagnosis pump - tank breather system Open circuit
P147400 	Evaporative Emission (EVAP) Canister Purge Solenoid -N115 Electrical malfunction in circuit
P147500 	Leak diagnosis pump - tank breather system malfunction/no signal
P147600 	Leak diagnosis pump - tank breather system malfunction/vacuum to low
P147700 	Leak diagnosis pump - tank breather system Malfunction
P147800 	Leak diagnosis pump - tank breather system blocked pipe detected
P147900 	Brake vacuum system Mechanical malfunction
P147A00 	Brake vacuum pump activation Electrical malfunction
P148000 	Brake vacuum pump
P148100 	Secondary Air Injection (AIR) Pump Relay 2 -J545- Open circuit
P148200 	Secondary Air Injection (AIR) Pump Relay 2 -J545- Short circuit to B+
P148300 	Secondary Air Injection (AIR) Pump Relay 2 -J545- Short-circuit to ground
P148400 	Secondary Air Injection (AIR) Pump Relay 2 -J545- electrical malfunction in circuit
P148500 	Secondary Air Injection (AIR) Solenoid Valve 2 -N320- Open circuit
P148600 	Secondary Air Injection (AIR) Solenoid Valve 2 -N320- electrical malfunction in circuit
P148700 	Secondary Air Injection (AIR) Solenoid Valve 2 -N320- Short-circuit to ground
P148800 	Secondary Air Injection (AIR) Solenoid Valve 2 -N320- Short circuit to B+
P148900 	Evaporative Emission (EVAP) Canister Purge Regulator -N333 Short circuit to B+
P148A00 	Sensor for reducing agent fill level Implausible fill level
P148B00 	End stage for reducing agent heating Defective
P148C00 	End stage 2 for reducing agent heating Defective
P148F00 	Exhaust Gas Recirculation (EGR) Cool Switch-Over Valve 2 Electrical malfunction
P149000 	Evaporative Emission (EVAP) Canister Purge Regulator -N333 Short-circuit to ground
P149100 	Evaporative Emission (EVAP) Canister Purge Regulator -N333 Open circuit
P149200 	Evaporative Emission (EVAP) Canister Purge Regulator -N333 electrical malfunction in circuit
P149300 	Brake vacuum pump Performance too low
P149400 	EVAP Emission Control System 2 Throughput faulty
P149500 	Radiator Exhaust Gas Recirculation Switch-over Valve -N345 Open circuit/short circuit to ground
P149600 	Radiator Exhaust Gas Recirculation Switch-over Valve -N345 Short circuit to B+
P149700 	Sec.Air Inj.Sys., Bank 3 Incorrect Flow Detected
P149800 	Sec.Air Inj.Sys., Bank 4 Incorrect Flow Detected
P149900 	Exhaust Gas Recirculation (EGR) Cool Switch-over Valve 2 -N381 Open circuit/short circuit to ground
P149A00 	EGR Coolant pump Short-circuit to ground
P149B00 	EGR Coolant pump Short circuit to B+
P149C00 	EGR Coolant pump Open circuit
P149D00 	Transfer pump for reducing agent Open circuit
P149E00 	Transfer pump for reducing agent Short-circuit to ground
P149F00 	Transfer pump for reducing agent Short circuit to B+
P14A000 	Exhaust temperature sensor 1 bank 3 Implausible signal
P14A100 	Exhaust temperature sensor 1 bank 3 Short-circuit to ground
P14A200 	Exhaust temperature sensor 1 bank 3 Short circuit to B+
P14A300 	Exhaust temperature sensor 1 bank 4 Implausible signal
P14A400 	Exhaust temperature sensor 1 bank 4 Short-circuit to ground
P14A500 	Exhaust temperature sensor 1 bank 4 Short circuit to B+
P14A600 	Sensor 3a for exhaust temperature bank 1 Electrical malfunction
P14A700 	Sensor 3a for exhaust temperature bank 1 Implausible signal
P14A800 	Sensor 3a for exhaust temperature bank 1 Short-circuit to ground
P14A900 	Sensor 3a for exhaust temperature bank 1 Short circuit to B+
P150000 	Fuel pump relay -J17 electrical malfunction in circuit
P150100 	Fuel pump relay -J17 Short-circuit to ground
P150200 	Fuel pump relay -J17 Short circuit to B+
P150300 	Load signal from generator DF Implausible signal
P150400 	Air intake system leak detected
P150500 	Closed Throttle Position (CTP) Switch -F60 does not close/open circuit
P150600 	Closed Throttle Position (CTP) Switch -F60 does not open/short circuit to Ground (GND)
P150700 	Idling system learnt value - lower limit reached
P150800 	Idling system learnt value - upper limit reached
P150900 	Idling speed stabilization valve -N71 electrical malfunction in circuit
P150A00 	Engine Off Timer Performance
P150B00 	Acceleration monitoring Value above upper control limit
P150C00 	RPM request from transmission cannot be performed
P150D00 	Chain elongation
P150E00 	Vehicle Speed Sensor (A) Implausible to ABS Control Module
P150F00 	External control module incorrect code
P151000 	Idling speed stabilization valve -N71 Short circuit to B+
P151100 	Intake manifold change-over valve -N156 electrical malfunction in circuit
P151200 	Intake manifold change-over valve -N156 Short circuit to B+
P151300 	Intake Manifold Changover Valve 2 circuit -N261 Short circuit to B+
P151400 	Intake Manifold Changover Valve 2 circuit -N261 Short-circuit to ground
P151500 	Intake Manifold Changover Valve circuit -N156 Short-circuit to ground
P151600 	Intake Manifold Changover Valve circuit -N156 Open circuit
P151700 	Main relay electrical malfunction in circuit
P151800 	Main relay Short circuit to B+
P151900 	Bank1, camshaft adjustment Malfunction
P152000 	Intake Manifold Changover Valve 2 circuit -N261 Open circuit
P152100 	Intake Manifold Changover Valve 2 circuit -N261 Electrical malfunction in circuit
P152200 	A Camshaft Position Actuator Control Circuit(Bank2) Malfunction
P152300 	Crash Signal from Airbag Control Unit Implausible signal
P152400 	Fuel pump relay -J17 Open circuit/short circuit to ground
P152500 	Bank1, camshaft adjustment=>-N205 electrical malfunction in circuit
P152600 	Bank1, camshaft adjustment=>-N205 Short circuit to B+
P152700 	Bank1, camshaft adjustment=>-N205 Short-circuit to ground
P152800 	Bank1, camshaft adjustment=>-N205 Open circuit
P152900 	Intake camshaft control circuit Short circuit to B+
P153000 	Intake camshaft control circuit Short-circuit to ground
P153100 	Intake camshaft control circuit Open circuit
P153200 	Idle regulation lean operation RPM below specified value
P153300 	Bank2, camshaft adjustment=>-N208 electrical malfunction in circuit
P153400 	Bank2, camshaft adjustment=>-N208 Short circuit to B+
P153500 	Bank2, camshaft adjustment=>-N208 Short-circuit to ground
